Id,Area,Shape,Style,Utilities,Neighborhood,Price
1030,1680,Reg,2Story,AllPub,BrDale,11800
1031,7082,Reg,2Story,AllPub,SWISU,16000
1032,15863,Reg,2.5Fin,AllPub,SWISU,19700
1033,14541,IR1,2Story,AllPub,NoRidge,31000
1034,8125,Reg,1Story,AllPub,CollgCr,23000
1035,6305,Reg,1Story,AllPub,Crawfor,11975
1036,11500,IR1,1Story,AllPub,Edwards,8400
1037,12898,IR1,1Story,AllPub,Timber,31550
1038,9240,Reg,2Story,AllPub,CollgCr,28700
1039,1533,Reg,2Story,AllPub,MeadowV,9700
1040,1477,Reg,SFoyer,AllPub,MeadowV,8000
1041,13125,Reg,1Story,AllPub,Sawyer,15500
1042,9130,Reg,2Story,AllPub,NWAmes,17300
1043,5381,IR1,1Story,AllPub,NridgHt,19600
1044,11839,Reg,2Story,AllPub,SawyerW,26228
1045,9600,Reg,1Story,AllPub,NWAmes,27800
1046,13680,IR1,1Story,AllPub,Edwards,13960
1047,16056,IR1,2Story,AllPub,StoneBr,55000
1048,9245,IR2,1Story,AllPub,CollgCr,14500
1049,21750,Reg,1Story,AllPub,Mitchel,11500
1050,11100,Reg,1Story,AllPub,Edwards,8490
1051,8993,IR1,1Story,AllPub,Gilbert,17000
1052,11175,IR1,1Story,AllPub,CollgCr,20000
1053,9500,Reg,2Story,AllPub,NAmes,16500
1054,8562,Reg,1Story,AllPub,Edwards,14450
1055,11367,Reg,2Story,AllPub,CollgCr,25500
1056,11361,Reg,1Story,AllPub,NWAmes,18000
1057,7052,IR1,1Story,AllPub,NridgHt,18585
1058,29959,IR2,2Story,AllPub,NoRidge,24800
1059,11308,IR1,2Story,AllPub,NridgHt,33500
1060,11275,IR1,1.5Fin,AllPub,Crawfor,22000
1061,4920,Reg,1Story,AllPub,StoneBr,21350
1062,18000,Reg,1Story,AllPub,IDOTRR,8100
1063,13600,Reg,2Story,AllPub,OldTown,9000
1064,6000,Reg,1Story,AllPub,OldTown,11050
1065,11000,IR1,1Story,AllPub,NAmes,15400
1066,14000,Reg,2Story,AllPub,ClearCr,32800
1067,7837,IR1,2Story,AllPub,Gilbert,17800
1068,9760,Reg,2Story,AllPub,NAmes,16790
1069,3964,Reg,2Story,AllPub,MeadowV,15140
1070,9600,Reg,1.5Unf,AllPub,NAmes,13500
1071,10152,Reg,1Story,AllPub,NAmes,13500
1072,11700,Reg,2Story,AllPub,NWAmes,15400
1073,7585,Reg,1.5Fin,AllPub,Edwards,9150
1074,7950,IR1,2Story,AllPub,Edwards,15950
1075,8556,Reg,1Story,AllPub,CollgCr,19400
1076,13125,Reg,2Story,AllPub,Crawfor,21950
1077,10800,Reg,1.5Fin,AllPub,OldTown,17000
1078,15870,IR1,1Story,AllPub,NAmes,13880
1079,4435,Reg,1Story,AllPub,CollgCr,15590
1080,8775,Reg,1Story,AllPub,CollgCr,12600
1081,11040,Reg,1Story,AllPub,NWAmes,14500
1082,7500,Reg,1Story,AllPub,Sawyer,13300
1083,8749,Reg,1Story,AllPub,CollgCr,19200
1084,8800,Reg,1Story,AllPub,NAmes,16000
1085,13031,IR2,2Story,AllPub,Gilbert,18750
1086,9069,Reg,SFoyer,AllPub,SawyerW,14700
1087,1974,Reg,2Story,AllPub,MeadowV,8350
1088,10574,Reg,2Story,AllPub,Somerst,25200
1089,2522,Reg,2Story,AllPub,Edwards,13750
1090,3316,IR1,1Story,AllPub,Somerst,19700
1091,8544,Reg,1Story,AllPub,NAmes,9290
1092,2160,Reg,2Story,AllPub,Somerst,16000
1093,8400,Reg,1.5Fin,AllPub,SWISU,13650
1094,9230,Reg,1Story,AllPub,NAmes,14600
1095,5868,Reg,1Story,AllPub,NAmes,12900
1096,9317,IR1,1Story,AllPub,CollgCr,17000
1097,6882,Reg,2Story,AllPub,IDOTRR,12700
1098,3696,Reg,1Story,AllPub,StoneBr,17000
1099,6000,Reg,1.5Fin,AllPub,BrkSide,12800
1100,11880,IR1,1Story,AllPub,NWAmes,15700
1101,8400,Reg,1Story,AllPub,SWISU,9000
1102,9758,IR1,1Story,AllPub,NAmes,11950
1103,7000,Reg,1Story,AllPub,NAmes,13500
1104,8910,Reg,1Story,AllPub,NAmes,15950
1105,2016,Reg,2Story,AllPub,BrDale,10600
1106,12256,IR1,2Story,AllPub,NoRidge,32500
1107,10357,IR1,1Story,AllPub,SawyerW,17990
1108,23257,IR3,2Story,AllPub,Gilbert,27000
1109,8063,Reg,2Story,AllPub,Gilbert,18100
1110,11362,IR1,1Story,AllPub,NridgHt,28000
1111,8000,Reg,2Story,AllPub,Gilbert,18800
1112,10480,Reg,2Story,AllPub,NWAmes,20500
1113,7100,IR1,1Story,AllPub,NAmes,12990
1114,8923,Reg,1Story,AllPub,NAmes,13450
1115,5400,Reg,1Story,AllPub,OldTown,11700
1116,12085,Reg,1Story,AllPub,NridgHt,31800
1117,7750,Reg,SLvl,AllPub,Gilbert,18410
1118,9764,IR1,1Story,AllPub,Sawyer,13000
1119,13825,Reg,SLvl,AllPub,Sawyer,14000
1120,7560,Reg,1Story,AllPub,NAmes,13370
1121,8263,Reg,1Story,AllPub,IDOTRR,11840
1122,10084,Reg,1Story,AllPub,CollgCr,21290
1123,8926,IR1,1Story,AllPub,Edwards,11200
1124,9405,Reg,1Story,AllPub,Edwards,11800
1125,9125,IR1,SLvl,AllPub,Gilbert,16390
1126,10434,Reg,1Story,AllPub,NAmes,11500
1127,3684,Reg,1Story,AllPub,Blmngtn,17400
1128,14572,IR3,1Story,AllPub,Gilbert,25900
1129,11796,IR1,2Story,AllPub,Gilbert,21500
1130,7200,Reg,SFoyer,AllPub,OldTown,14000
1131,7804,Reg,1.5Fin,AllPub,SWISU,13500
1132,10712,Reg,1Story,AllPub,Mitchel,9350
1133,9900,Reg,2Story,AllPub,OldTown,11750
1134,9828,IR1,2Story,AllPub,SawyerW,23950
1135,8773,IR1,2Story,AllPub,Gilbert,16900
1136,6180,Reg,1Story,AllPub,BrkSide,10200
1137,9600,Reg,1.5Fin,AllPub,NAmes,11900
1138,6342,Reg,1.5Fin,AllPub,Sawyer,9400
1139,9819,IR1,1Story,AllPub,Mitchel,19600
1140,8731,IR1,1Story,AllPub,BrkSide,14400
1141,7350,Reg,1Story,AllPub,NAmes,13900
1142,10304,IR1,2Story,AllPub,NWAmes,19750
1143,9965,Reg,2Story,AllPub,CollgCr,42487
1144,9000,Reg,1Story,AllPub,Sawyer,8000
1145,12180,Reg,1.5Fin,AllPub,Edwards,8000
1146,6240,Reg,1.5Fin,AllPub,BrkSide,14900
1147,11200,Reg,1Story,AllPub,SawyerW,18000
1148,12000,Reg,2Story,AllPub,Crawfor,17450
1149,5700,Reg,1.5Fin,AllPub,OldTown,11690
1150,9000,Reg,2Story,AllPub,OldTown,14300
1151,8280,IR1,1Story,AllPub,NAmes,12400
1152,17755,Reg,1Story,AllPub,Edwards,14990
1153,14115,IR1,1Story,AllPub,Crawfor,23000
1154,5890,Reg,1Story,AllPub,IDOTRR,12050
1155,13700,IR1,2Story,AllPub,NAmes,20180
1156,10768,IR1,1Story,AllPub,Veenker,21800
1157,9350,Reg,SLvl,AllPub,NAmes,17990
1158,5001,IR1,1Story,AllPub,NridgHt,23000
1159,11932,Reg,1Story,AllPub,Somerst,23000
1160,9120,Reg,2Story,AllPub,NWAmes,18500
1161,2280,Reg,2Story,AllPub,NPkVill,14600
1162,14778,IR1,1Story,AllPub,Crawfor,22400
1163,8724,Reg,1Story,AllPub,Sawyer,12900
1164,12900,Reg,SFoyer,AllPub,Sawyer,10000
1165,16157,IR1,SLvl,AllPub,Veenker,19400
1166,9541,IR1,1Story,AllPub,NridgHt,23317
1167,10475,IR1,1Story,AllPub,CollgCr,24535
1168,10852,IR1,2Story,AllPub,Gilbert,17300
1169,13728,Reg,2Story,AllPub,Edwards,23500
1170,35760,IR1,2Story,AllPub,NoRidge,62500
1171,9880,Reg,SLvl,AllPub,Mitchel,17100
1172,9120,Reg,1Story,AllPub,NAmes,16300
1173,4017,IR1,2Story,AllPub,Somerst,17190
1174,18030,IR1,1.5Fin,AllPub,ClearCr,20050
1175,16560,IR1,2Story,AllPub,Crawfor,23900
1176,10678,Reg,1.5Fin,AllPub,NoRidge,28500
1177,6951,IR1,1Story,AllPub,Mitchel,11950
1178,3950,Reg,1.5Fin,AllPub,OldTown,11500
1179,7681,IR1,1.5Fin,AllPub,Crawfor,15490
1180,8335,Reg,1Story,AllPub,Edwards,9300
1181,11170,IR2,2Story,AllPub,Timber,25000
1182,5587,IR1,1Story,AllPub,Crawfor,39250
1183,15623,IR1,2Story,AllPub,NoRidge,74500
1184,10800,Reg,1Story,AllPub,OldTown,12000
1185,35133,Reg,1Story,AllPub,Timber,18670
1186,9738,Reg,1.5Fin,AllPub,Edwards,10490
1187,10615,IR1,2Story,AllPub,OldTown,9500
1188,12461,Reg,1Story,AllPub,NoRidge,26200
1189,8935,IR1,2Story,AllPub,CollgCr,19500
1190,7500,Reg,2Story,AllPub,Gilbert,18900
1191,32463,Reg,1Story,AllPub,Mitchel,16800
1192,2645,Reg,2Story,AllPub,Somerst,17400
1193,9600,Reg,1.5Fin,AllPub,OldTown,12500
1194,4500,Reg,1Story,AllPub,Mitchel,16500
1195,9364,Reg,2Story,AllPub,Sawyer,15800
1196,8029,IR1,2Story,AllPub,Gilbert,17600
1197,14054,IR1,2Story,AllPub,Gilbert,21921
1198,8850,IR1,2.5Unf,AllPub,OldTown,14400
1199,9100,Reg,1Story,AllPub,CollgCr,17800
1200,11235,Reg,1Story,AllPub,Sawyer,14800
1201,9353,Reg,1Story,AllPub,NAmes,11605
1202,10400,Reg,2Story,AllPub,CollgCr,19790
1203,6000,Reg,1.5Fin,AllPub,BrkSide,11700
1204,9750,Reg,1Story,AllPub,CollgCr,21300
1205,10140,Reg,1Story,AllPub,NWAmes,15350
1206,14684,IR1,1Story,AllPub,SawyerW,27190
1207,8900,Reg,1Story,AllPub,SawyerW,10700
1208,9135,Reg,1Story,AllPub,CollgCr,20000
1209,7763,Reg,1Story,AllPub,NAmes,14000
1210,10182,IR1,1Story,AllPub,Somerst,29000
1211,11218,Reg,2Story,AllPub,SawyerW,18900
1212,12134,IR1,1.5Fin,AllPub,Gilbert,16400
1213,9340,Reg,1Story,AllPub,Edwards,11300
1214,10246,IR1,SLvl,AllPub,Sawyer,14500
1215,10205,IR1,SFoyer,AllPub,NAmes,13450
1216,7094,IR1,1Story,AllPub,Sawyer,12500
1217,8930,Reg,1.5Fin,AllPub,Sawyer,11200
1218,8640,Reg,1Story,AllPub,Somerst,22000
1219,6240,Reg,1.5Fin,AllPub,BrkSide,8050
1220,1680,Reg,2Story,AllPub,BrDale,9150
1221,7800,IR1,1Story,AllPub,NAmes,11500
1222,8250,Reg,1Story,AllPub,Sawyer,13400
1223,10496,Reg,1.5Fin,AllPub,NAmes,14300
1224,10680,Reg,1Story,AllPub,NAmes,13790
1225,15384,IR1,2Story,AllPub,Gilbert,18400
1226,10482,Reg,SLvl,AllPub,NAmes,14500
1227,14598,IR1,2Story,AllPub,Somerst,21400
1228,8872,Reg,1Story,AllPub,NAmes,14700
1229,8769,Reg,1Story,AllPub,NridgHt,36000
1230,7910,Reg,SLvl,AllPub,NAmes,12700
1231,18890,IR1,1.5Fin,AllPub,Sawyer,19000
1232,7728,Reg,SLvl,AllPub,NAmes,13250
1233,9842,Reg,1Story,AllPub,NAmes,10180
1234,12160,IR1,1Story,AllPub,NAmes,14200
1235,8525,Reg,2Story,AllPub,SWISU,13000
1236,13132,Reg,2Story,AllPub,Crawfor,13000
1237,2628,Reg,2Story,AllPub,NridgHt,17550
1238,12393,IR2,2Story,AllPub,CollgCr,19500
1239,13072,Reg,1Story,AllPub,SawyerW,14250
1240,9037,IR1,1Story,AllPub,Timber,26590
1241,8158,Reg,2Story,AllPub,CollgCr,22490
1242,9849,Reg,1Story,AllPub,Somerst,9900
1243,10625,Reg,SFoyer,AllPub,NWAmes,17000
1244,13891,Reg,1Story,AllPub,NridgHt,46500
1245,11435,IR1,2Story,AllPub,Crawfor,23000
1246,12090,Reg,SLvl,AllPub,NWAmes,17800
1247,8125,Reg,2Story,AllPub,Somerst,18650
1248,12328,IR1,SLvl,AllPub,Mitchel,16990
1249,9600,Reg,2.5Unf,AllPub,OldTown,12950
1250,7200,Reg,1Story,AllPub,NAmes,11900
1251,11160,Reg,1Story,AllPub,NAmes,24400
1252,3136,IR1,1Story,AllPub,NridgHt,17175
1253,9858,Reg,1Story,AllPub,Mitchel,13000
1254,17542,IR1,2Story,AllPub,Veenker,29400
1255,6931,Reg,2Story,AllPub,Edwards,16540
1256,6240,Reg,1.5Fin,AllPub,BrkSide,12750
1257,14303,IR1,1Story,AllPub,NoRidge,30150
1258,4060,Reg,1Story,AllPub,Edwards,9990
1259,9587,IR1,SLvl,AllPub,Gilbert,19000
1260,9750,Reg,1Story,AllPub,NAmes,15100
1261,24682,IR3,2Story,AllPub,Gilbert,18100
1262,9600,Reg,1Story,AllPub,NAmes,12890
1263,11250,Reg,1.5Fin,AllPub,ClearCr,16150
1264,13515,Reg,2Story,AllPub,BrkSide,18050
1265,4060,Reg,1Story,AllPub,NAmes,18100
1266,3735,Reg,2Story,AllPub,Somerst,18390
1267,10120,IR1,2.5Unf,AllPub,OldTown,12200
1268,13214,IR1,1Story,AllPub,Timber,37850
1269,14100,IR1,1.5Fin,AllPub,Crawfor,38100
1270,11344,Reg,1.5Fin,AllPub,NAmes,14400
1271,23595,Reg,1Story,AllPub,ClearCr,26000
1272,9156,IR1,1Story,AllPub,NWAmes,18575
1273,13526,IR1,1Story,AllPub,Sawyer,13700
1274,11512,IR1,SLvl,AllPub,Edwards,17700
1275,5362,Reg,1.5Fin,AllPub,Crawfor,13900
1276,11345,Reg,2Story,AllPub,NAmes,13700
1277,12936,IR1,2Story,AllPub,NWAmes,16200
1278,17871,IR1,SLvl,AllPub,NWAmes,19790
1279,9473,Reg,2Story,AllPub,CollgCr,23700
1280,7500,Reg,1.5Fin,AllPub,IDOTRR,9890
1281,9808,IR1,1Story,AllPub,CollgCr,22700
1282,8049,IR1,1Story,AllPub,Timber,18000
1283,8800,IR1,1Story,AllPub,CollgCr,15050
1284,9400,Reg,2Story,AllPub,Mitchel,13900
1285,9638,Reg,1.5Fin,AllPub,SWISU,16900
1286,6000,Reg,1.5Fin,AllPub,BrkSide,13250
1287,9790,Reg,1Story,AllPub,NWAmes,14300
1288,36500,IR1,1Story,AllPub,ClearCr,19000
1289,5664,IR1,1Story,AllPub,StoneBr,27800
1290,11065,IR1,2Story,AllPub,NridgHt,28100
1291,14112,IR1,SLvl,AllPub,NAmes,18050
1292,1680,Reg,2Story,AllPub,BrDale,11950
1293,6600,Reg,2Story,AllPub,OldTown,10750
1294,10140,Reg,2Story,AllPub,NWAmes,16290
1295,8172,Reg,1Story,AllPub,Edwards,11500
1296,8400,Reg,1Story,AllPub,NAmes,13850
1297,8700,Reg,1Story,AllPub,NAmes,15500
1298,3675,Reg,SFoyer,AllPub,Edwards,14000
1299,63887,IR3,2Story,AllPub,Edwards,16000
1300,7500,Reg,1Story,AllPub,NAmes,15400
1301,10762,IR1,2Story,AllPub,Gilbert,22500
1302,7500,IR1,2Story,AllPub,Crawfor,17750
1303,10120,Reg,2Story,AllPub,NoRidge,29000
1304,8688,Reg,1Story,AllPub,Somerst,23200
1305,3363,Reg,2Story,AllPub,Edwards,13000
1306,13173,IR1,1Story,AllPub,NridgHt,32500
1307,6955,IR1,1Story,AllPub,NridgHt,20250
1308,8072,Reg,1Story,AllPub,CollgCr,13800
1309,12000,Reg,1Story,AllPub,OldTown,14700
1310,7153,Reg,1Story,AllPub,SawyerW,17920
1311,17500,Reg,1Story,AllPub,Crawfor,33500
1312,8814,Reg,1Story,AllPub,CollgCr,20300
1313,9572,IR1,2Story,AllPub,NoRidge,30200
1314,14774,IR1,2Story,AllPub,NoRidge,33000
